status,file_name,parameters,email,ip,length,num_dots,num_hyph,num_underline,num_slash,num_at_sign,num_plus,num_and,num_equal,num_question,protocol_http,protocol_https,subdomain_label,second_domain_label,top_domain_label
0,1,0,0,0,42,2,0,0,4,0,0,0,0,0,0,1,2568,2209,110
1,0,0,0,0,26,1,0,0,4,0,0,0,0,0,1,0,1535,99,107
1,1,0,1,0,88,7,1,0,4,1,0,0,0,0,0,1,2211,2154,110
0,1,1,0,0,64,3,0,0,4,0,0,0,1,1,0,1,2602,3670,110
0,1,0,0,0,41,1,0,0,4,0,1,0,0,0,1,0,1535,1351,208
1,0,1,0,0,156,4,0,2,7,0,0,1,3,1,1,0,2602,2630,110
0,0,0,0,0,47,2,0,0,5,0,0,0,0,0,1,0,2602,1824,110
1,1,0,0,0,39,2,0,0,5,0,0,0,0,0,0,1,1535,3401,133
0,0,0,0,0,27,3,0,0,3,0,0,0,0,0,0,1,2671,1153,74
0,0,0,0,0,29,2,0,0,3,0,0,0,0,0,1,0,2602,3514,100
0,1,0,0,0,40,1,0,0,4,0,0,0,0,0,1,0,1535,455,110
1,1,1,0,0,113,3,0,0,4,0,0,1,2,1,1,0,2000,3818,130
1,0,0,0,0,19,2,0,0,3,0,0,0,0,0,1,0,1434,2008,110
1,1,1,0,0,113,2,0,1,7,0,0,0,1,1,0,1,747,2154,110
0,0,0,0,0,27,2,0,0,3,0,0,0,0,0,0,1,2602,2018,231
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,1,0,2602,4993,228
0,1,0,0,0,61,3,2,0,4,0,0,0,0,0,1,0,2602,3239,110
1,0,0,0,0,76,2,0,0,11,0,0,0,0,0,1,0,2602,2749,110
0,0,0,0,0,21,2,0,0,3,0,0,0,0,0,0,1,2602,5410,200
0,0,0,0,0,34,2,1,0,3,0,0,0,0,0,0,1,2602,5411,110
1,0,0,0,0,40,2,0,0,6,0,0,0,0,0,1,0,2602,4231,110
1,1,0,0,0,56,3,0,0,6,0,0,0,0,0,1,0,2602,2898,116
0,1,0,0,0,47,2,2,0,4,0,0,0,0,0,1,0,2602,3084,108
1,1,1,0,0,72,2,0,0,5,0,0,0,1,1,0,1,1535,4060,110
1,1,0,0,0,59,4,1,0,5,0,0,0,0,0,0,1,341,1126,266
1,0,0,0,0,527,2,0,0,4,0,0,0,1,0,1,0,1295,2102,156
1,0,0,0,0,33,2,1,0,2,0,0,0,0,0,1,0,2525,3440,110
0,1,0,0,0,75,3,0,1,4,0,0,0,0,0,1,0,2602,2573,110
0,1,0,0,0,69,3,2,0,5,0,0,0,0,0,1,0,1370,5562,110
0,1,0,0,0,74,3,3,0,5,0,0,0,0,0,1,0,1553,752,228
1,1,0,0,0,29,1,0,0,3,0,0,0,0,0,1,0,1535,4953,182
1,0,0,0,0,25,1,0,0,3,0,0,0,0,0,1,0,1535,4947,110
1,1,0,0,0,56,1,1,0,5,0,0,0,0,0,1,0,1535,2286,110
1,1,0,0,0,80,3,0,0,4,0,0,0,0,0,1,0,320,2830,195
1,1,1,0,0,206,3,0,0,3,0,0,6,7,1,0,1,876,4459,110
0,1,0,0,0,80,3,5,0,4,0,0,0,0,0,1,0,2602,5221,110
0,0,0,0,0,26,2,0,0,3,0,0,0,0,0,0,1,2602,743,208
1,0,0,0,0,75,2,0,0,7,0,0,0,0,0,1,0,2602,4329,110
1,1,1,0,0,360,4,13,13,10,0,0,3,6,1,1,0,2111,823,228
0,1,0,0,0,40,3,0,0,4,0,0,0,0,0,0,1,2602,3910,110
0,0,0,0,0,78,2,8,0,5,0,0,0,0,0,1,0,2602,3822,110
1,1,0,0,0,95,3,4,0,5,0,0,0,0,0,1,0,668,752,110
0,0,0,0,0,25,2,0,0,3,0,0,0,0,0,0,1,2602,3918,110
1,1,0,0,0,47,2,0,1,6,0,0,0,0,0,1,0,1535,3050,108
1,0,0,0,0,51,2,1,0,6,0,0,0,0,0,1,0,2602,3309,110
1,0,0,0,0,35,2,0,0,2,0,0,0,0,0,0,1,2222,752,80
0,0,0,0,0,39,2,0,0,6,0,0,0,0,0,0,1,2602,2818,110
1,0,1,0,0,50,2,0,0,5,0,0,0,1,1,0,1,2602,544,110
1,1,1,1,0,107,3,1,4,9,1,0,0,1,1,1,0,1535,4888,228
1,1,0,0,0,66,2,0,0,5,0,0,0,0,0,1,0,1535,4968,110
1,1,0,0,0,79,3,1,0,10,0,0,0,0,0,0,1,2602,2847,146
1,0,0,0,0,38,2,0,0,3,0,0,0,0,0,1,0,553,3440,110
1,0,0,0,0,32,2,0,0,2,0,0,0,0,0,1,0,2493,5646,228
0,0,0,0,0,17,2,0,0,2,0,0,0,0,0,1,0,2602,2497,153
1,0,0,0,0,36,2,2,0,3,0,0,0,0,0,1,0,1384,1364,108
1,1,0,0,0,34,1,1,0,4,0,0,0,0,0,1,0,1535,331,116
0,1,0,0,0,58,2,0,0,9,0,0,0,0,0,1,0,2602,1355,110
1,1,1,0,0,81,5,2,0,4,0,0,0,1,1,0,1,91,427,110
1,0,0,0,0,44,2,0,0,3,0,0,0,0,0,1,0,1704,3614,110
1,1,0,0,0,42,3,0,0,4,0,0,0,0,0,1,0,882,1153,233
0,0,0,0,0,39,2,0,0,3,0,0,0,0,0,0,1,2602,5117,110
0,0,0,0,0,31,2,0,0,3,0,0,0,0,0,1,0,2602,888,113
1,1,0,0,0,43,4,1,0,3,0,0,0,0,0,0,1,663,427,110
0,1,0,0,0,31,2,0,0,3,0,0,0,0,0,1,0,2602,441,208
1,1,0,0,0,38,2,0,0,4,0,0,0,0,0,1,0,1535,1549,110
0,1,0,0,0,78,2,4,0,4,0,0,0,0,0,0,1,2602,4339,110
0,1,0,0,0,52,2,1,0,4,0,0,0,0,0,0,1,2602,4710,195
1,1,1,0,0,127,4,1,2,4,0,0,2,3,1,0,1,2244,1542,110
1,0,0,0,0,36,2,0,0,3,0,0,0,0,0,0,1,2356,752,110
0,1,0,0,0,77,3,2,5,5,0,0,0,0,0,0,1,2266,5375,110
0,1,0,0,0,88,3,5,0,5,0,0,0,0,0,0,1,2714,1126,266
0,1,0,0,0,62,2,5,0,5,0,0,0,0,0,0,1,2602,2452,208
0,0,0,0,0,43,2,1,0,5,0,0,0,0,0,1,0,2602,3994,110
1,1,0,0,0,143,3,2,0,3,0,0,0,0,0,0,1,2162,5633,110
0,0,0,0,0,21,2,0,0,3,0,0,0,0,0,0,1,2602,4458,100
0,1,0,0,0,40,2,0,0,3,0,0,0,0,0,1,0,2315,2557,110
1,1,1,0,0,177,2,3,0,7,0,0,0,1,1,0,1,1535,1143,104
1,0,0,0,0,26,2,0,0,4,0,0,0,0,0,1,0,584,4199,130
0,0,0,0,0,72,2,7,0,5,0,0,0,0,0,1,0,2602,3822,110
1,1,0,0,0,21,1,0,0,3,0,0,0,0,0,1,0,1535,725,179
0,0,0,0,0,76,2,4,0,4,0,0,0,0,0,0,1,2602,5625,110
1,1,0,0,0,105,1,0,0,6,0,0,0,0,0,1,0,1535,1346,110
0,0,0,0,0,70,2,3,0,5,0,0,0,0,0,0,1,2602,4303,110
0,0,0,0,0,35,3,0,0,3,0,0,0,0,0,1,0,2711,2165,159
0,1,0,0,0,42,3,0,0,5,0,0,0,0,0,1,0,2602,4401,200
1,1,0,0,0,83,4,1,0,5,0,0,0,0,0,1,0,2210,2156,110
0,1,0,0,0,39,3,0,0,3,0,0,0,0,0,1,0,2602,3235,110
1,1,0,0,0,61,3,0,3,3,0,0,0,0,0,1,0,1575,752,110
0,1,0,0,0,48,3,0,0,4,0,0,0,0,0,0,1,2602,1576,110
0,1,0,0,0,40,2,0,0,4,0,0,0,0,0,1,0,2602,1413,110
1,0,0,0,0,35,2,1,0,3,0,0,0,0,0,1,0,2551,69,110
1,0,0,0,0,44,2,0,0,4,0,0,0,0,0,0,1,2602,1212,110
0,0,0,0,0,40,2,1,0,4,0,0,0,0,0,1,0,2602,688,110
1,1,0,0,0,29,1,0,0,3,0,0,0,0,0,0,1,1535,2043,174
0,1,0,0,0,77,3,0,1,6,0,0,0,0,0,0,1,2602,4816,195
1,1,0,0,0,63,3,0,0,6,0,0,0,0,0,0,1,1728,739,110
1,1,1,0,0,172,6,1,3,4,0,0,3,2,1,1,0,1535,4871,195
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,0,1,2602,2870,110
1,1,0,0,0,50,3,0,0,4,0,0,0,0,0,1,0,1535,5344,110
1,1,0,0,0,38,3,0,1,3,0,0,0,0,0,0,1,1827,5725,115
1,0,0,0,0,28,2,0,0,2,0,0,0,0,0,1,0,0,3440,110
0,0,0,0,0,32,2,0,0,3,0,0,0,0,0,1,0,2602,1130,110
1,0,0,0,0,42,2,0,0,4,0,0,0,0,0,1,0,141,1139,156
0,0,0,0,0,31,2,0,0,2,0,0,0,0,0,1,0,2105,5319,110
1,1,0,0,0,31,3,0,0,3,0,0,0,0,0,1,0,2602,2921,110
0,0,0,0,0,89,2,7,0,5,0,0,0,0,0,0,1,2602,2032,110
1,0,0,0,0,35,1,0,0,5,0,0,0,0,0,1,0,1535,2778,110
0,1,0,0,0,84,2,5,0,5,0,0,0,0,0,1,0,2602,2930,110
1,1,1,0,0,102,2,0,0,3,0,0,2,3,1,0,1,1689,3042,110
1,1,0,0,0,83,3,0,0,6,0,0,0,0,0,1,0,1724,1153,74
1,1,1,1,0,66,4,1,0,4,1,0,0,1,1,1,0,2602,2489,110
1,0,0,0,1,30,3,0,0,5,0,0,0,0,0,1,0,27,50,54
0,1,0,0,0,67,4,0,0,8,0,0,0,0,0,1,0,2528,3971,120
1,1,0,0,0,49,2,2,0,5,0,0,0,0,0,1,0,1535,4798,228
1,1,1,0,0,98,3,1,1,10,0,0,1,2,1,0,1,2602,2847,146
1,1,1,0,0,131,2,1,0,4,0,0,1,2,1,0,1,1535,1548,110
0,1,0,0,0,42,3,0,0,5,0,0,0,0,0,1,0,843,153,228
0,1,0,0,0,41,2,0,1,4,0,0,0,0,0,0,1,843,728,208
0,1,0,0,0,65,2,1,0,4,0,0,0,0,0,1,0,2027,5040,110
1,1,1,0,0,299,5,1,0,9,0,0,0,1,1,0,1,662,5633,110
0,0,0,0,0,21,2,0,0,3,0,0,0,0,0,0,1,2602,3817,233
1,1,1,0,0,71,4,0,0,6,0,0,0,1,1,1,0,1535,5639,72
1,1,0,0,0,69,4,0,0,4,0,0,0,0,0,0,1,2043,1542,110
1,0,1,1,0,160,3,1,0,6,1,0,1,4,1,1,0,2602,1122,110
0,1,0,0,0,58,3,2,0,3,0,0,0,0,0,1,0,2602,291,110
0,0,0,0,0,31,2,0,0,3,0,0,0,0,0,0,1,2602,927,110
1,1,0,0,0,77,2,2,0,9,0,0,0,0,0,1,0,1535,4940,225
0,1,0,0,0,51,3,2,0,3,0,0,0,0,0,1,0,2602,5020,110
1,1,0,0,0,58,5,2,0,3,0,0,0,0,0,0,1,1520,427,110
0,0,0,0,0,24,2,0,0,2,0,0,0,0,0,1,0,1419,1153,199
0,0,0,0,0,73,2,2,0,4,0,0,0,0,0,0,1,1745,5742,110
0,1,0,0,0,43,3,1,0,4,0,0,0,0,0,0,1,845,5692,208
0,0,0,0,0,37,3,0,0,3,0,0,0,0,0,0,1,2821,1153,74
1,0,1,0,0,143,3,0,2,3,0,0,2,3,1,1,0,159,1846,208
0,1,0,0,0,46,2,0,1,6,0,0,0,0,0,0,1,1535,1834,208
0,1,0,0,0,41,3,0,0,4,0,0,0,0,0,1,0,2763,1126,149
1,1,1,0,0,105,2,1,0,6,0,0,2,3,1,1,0,1535,2267,110
0,1,0,0,0,36,2,0,0,4,0,0,0,0,0,0,1,2602,4785,110
1,1,0,0,0,52,2,0,0,7,0,0,0,0,0,1,0,1535,1633,110
1,0,0,0,0,23,1,1,0,3,0,0,0,0,0,0,1,1535,2155,113
1,1,1,0,0,132,2,1,2,7,0,0,0,1,1,0,1,1545,4615,110
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,0,1,2602,3731,110
1,0,1,1,0,64,3,0,0,3,1,0,0,1,1,0,1,1416,752,110
1,1,0,0,0,208,6,2,9,7,0,0,0,0,0,0,1,948,1021,110
1,0,0,0,0,22,2,0,0,3,0,0,0,0,0,1,0,3029,1613,110
1,1,1,0,0,106,7,0,0,14,0,0,0,1,2,1,0,2602,2725,107
1,0,0,0,0,34,2,0,0,5,0,0,0,0,0,1,0,2602,3714,110
0,0,0,0,0,82,2,3,0,6,0,0,0,0,0,0,1,2602,1601,120
0,1,0,0,0,82,3,0,3,5,0,0,0,0,0,1,0,2602,5642,110
1,1,0,0,0,66,5,2,0,3,0,0,0,0,0,1,0,1715,427,110
0,1,0,0,0,75,2,5,0,6,0,0,0,0,0,0,1,747,3356,110
1,1,0,0,0,15,1,0,0,3,0,0,0,0,0,1,0,1535,70,179
1,1,1,0,0,69,2,0,0,3,0,0,0,1,1,1,0,2193,1153,260
1,0,0,0,0,92,3,0,0,7,0,0,0,0,0,1,0,2602,4886,110
0,0,0,0,0,36,3,0,0,3,0,0,0,0,0,1,0,2838,1153,74
1,0,0,0,0,54,2,2,0,4,0,0,0,0,0,0,1,2602,1195,110
1,1,0,0,0,68,4,0,0,4,0,0,0,0,0,1,0,2043,1542,110
0,0,0,0,0,46,2,1,0,4,0,0,0,0,0,1,0,2602,630,110
1,0,0,0,0,51,2,0,0,4,0,0,0,0,0,1,0,2471,1,110
1,1,1,1,0,86,3,0,0,6,1,0,0,1,1,1,0,1535,3925,110
1,0,0,0,0,32,2,0,0,2,0,0,0,0,0,1,0,426,752,110
0,0,0,0,0,115,2,8,0,7,0,0,0,0,0,0,1,348,5742,110
0,0,0,0,0,23,2,0,0,2,0,0,0,0,0,1,0,1294,5656,110
0,1,0,0,0,119,2,7,0,7,0,0,0,0,0,0,1,2602,5152,110
0,0,0,0,0,18,1,0,0,3,0,0,0,0,0,1,0,1535,5074,195
1,0,0,0,1,44,3,1,0,6,0,0,0,0,0,1,0,103,32,60
1,0,0,0,0,43,1,1,0,6,0,0,0,0,0,1,0,1535,476,225
1,1,0,0,0,54,3,0,0,5,0,0,0,0,0,0,1,2602,1188,104
1,0,0,0,0,49,2,0,0,5,0,0,0,0,0,0,1,2602,3135,110
0,0,0,0,0,56,2,3,0,4,0,0,0,0,0,1,0,2602,2369,110
1,0,0,0,0,32,1,0,0,4,0,0,0,0,0,0,1,1535,1696,157
0,1,0,0,0,33,2,0,0,3,0,0,0,0,0,0,1,2602,1815,110
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,1,0,2602,1315,110
0,1,0,0,0,43,2,0,0,4,0,0,0,0,0,0,1,2602,5844,110
1,0,0,0,0,32,2,1,0,2,0,0,0,0,0,1,0,389,752,110
1,1,0,0,0,55,3,1,0,5,0,0,0,0,0,1,0,1327,2989,214
1,1,1,0,0,132,3,0,2,4,0,0,0,1,1,0,1,959,3777,110
1,1,1,0,0,82,2,0,1,6,0,0,0,1,1,0,1,774,2154,110
0,1,0,0,0,38,2,1,0,3,0,0,0,0,0,0,1,2602,2623,195
0,1,0,0,0,66,3,0,3,4,0,0,0,0,0,1,0,2602,1296,110
1,1,0,0,0,42,4,0,0,4,0,0,0,0,0,0,1,1398,1608,260
0,1,0,0,0,31,2,0,0,3,0,0,0,0,0,1,0,2602,5870,195
0,0,0,0,0,32,1,0,0,2,0,0,0,0,0,1,0,1535,890,197
1,1,1,0,0,138,2,1,0,3,0,0,6,7,1,1,0,267,644,110
1,1,0,0,0,86,4,0,0,4,0,0,0,0,0,1,0,2805,245,107
0,0,0,0,0,24,2,0,0,3,0,0,0,0,0,0,1,2602,4109,110
0,1,1,0,0,57,3,0,0,3,0,0,0,1,1,1,0,2602,5025,110
0,1,0,0,0,56,2,5,0,3,0,0,0,0,0,0,1,2602,4252,110
0,0,0,0,0,24,2,0,0,3,0,0,0,0,0,1,0,2602,2812,195
0,0,0,0,0,25,2,0,0,3,0,0,0,0,0,0,1,2602,1514,208
0,0,0,0,0,36,2,0,0,3,0,0,0,0,0,0,1,2602,3634,110
0,1,0,0,0,53,3,2,0,3,0,0,0,0,0,1,0,2602,1898,110
0,0,0,0,0,39,2,2,0,3,0,0,0,0,0,0,1,2602,4141,114
0,1,0,0,0,44,3,0,0,5,0,0,0,0,0,1,0,722,153,228
1,1,1,0,0,293,4,2,0,7,0,0,2,1,1,0,1,2602,2342,110
0,0,0,0,0,22,2,0,0,3,0,0,0,0,0,0,1,2602,178,208
0,0,0,0,0,32,2,0,0,3,0,0,0,0,0,1,0,1624,752,110
0,1,0,0,0,51,2,1,0,3,0,0,0,0,0,0,1,2602,755,110
1,0,0,0,0,80,2,2,0,3,0,0,0,0,0,1,0,2224,4719,85
0,1,0,0,0,27,1,0,0,3,0,0,0,0,0,1,0,1535,3613,110
0,1,0,0,0,42,3,2,0,3,0,0,0,0,0,1,0,2602,5020,110
1,0,0,0,0,94,3,1,0,6,0,0,0,0,0,1,0,2469,1474,195
0,1,0,0,0,43,2,0,0,4,0,0,0,0,0,0,1,2602,5844,110
0,1,0,0,0,43,2,0,0,3,0,0,0,0,0,1,0,2602,5113,110
0,1,0,0,0,43,2,0,2,4,0,0,0,0,0,1,0,2602,1421,110
1,0,0,0,0,40,3,1,0,3,0,0,0,0,0,0,1,341,1126,266
1,1,0,0,0,108,2,4,0,7,0,0,0,0,0,0,1,2602,1772,110
0,1,0,0,0,61,3,0,0,7,0,0,0,0,0,1,0,1802,4857,136
0,0,0,0,0,74,3,4,0,3,0,0,0,0,0,1,0,1170,1870,110
1,1,0,0,0,76,4,1,0,4,0,0,0,0,0,1,0,2244,1542,110
0,1,0,0,0,91,1,6,0,5,0,0,0,0,0,1,0,1535,4677,110
0,0,0,0,0,25,3,0,0,3,0,0,0,0,0,0,1,2705,1126,151
1,1,0,0,0,52,3,3,0,3,0,0,0,0,0,1,0,1061,1,110
1,1,0,0,0,99,2,0,1,7,0,0,0,0,0,0,1,747,2154,110
1,0,0,0,0,58,5,2,0,3,0,0,0,0,0,1,0,275,3872,74
1,1,1,0,0,302,5,1,0,9,0,0,0,1,1,0,1,1570,5633,110
1,0,0,0,0,36,2,1,0,3,0,0,0,0,0,1,0,2445,3770,110
0,1,0,0,0,89,3,0,2,8,0,0,0,0,0,0,1,2602,3393,110
1,1,0,0,0,70,2,1,0,7,0,0,0,0,0,1,0,1445,3364,110
0,0,0,0,0,31,1,0,0,5,0,0,0,0,0,1,0,1535,3952,110
1,0,0,0,0,22,1,0,0,3,0,0,0,0,0,0,1,1535,1776,254
0,1,0,0,0,49,2,0,2,4,0,0,0,0,0,1,0,2602,1421,110
1,0,1,0,0,118,4,0,2,5,0,0,2,3,1,0,1,2043,1542,110
1,0,0,0,0,60,3,2,0,2,0,0,0,0,0,0,1,850,1102,135
1,1,0,0,0,73,1,1,0,8,0,0,0,0,0,1,0,1535,3740,110
0,0,0,0,0,31,2,0,0,3,0,0,0,0,0,1,0,600,752,110
0,0,0,0,0,46,3,1,0,7,0,0,0,0,0,1,0,2700,841,120
0,1,0,0,0,44,3,0,0,5,0,0,0,0,0,1,0,843,153,228
1,1,0,0,0,33,2,2,0,3,0,0,0,0,0,1,0,1403,1162,154
1,1,0,0,0,85,2,0,1,9,0,0,0,0,0,1,0,1535,5066,110
0,1,0,0,0,55,3,1,0,7,0,0,0,0,0,1,0,1555,1124,110
1,1,0,0,0,38,2,1,0,3,0,0,0,0,0,0,1,1009,5650,110
0,0,0,0,0,68,2,3,0,7,0,0,0,0,0,0,1,2602,2089,195
0,1,0,0,0,48,3,0,0,4,0,0,0,0,0,0,1,2602,1170,110
0,0,0,0,0,62,2,5,0,5,0,0,0,0,0,1,0,2602,3172,110
0,0,0,0,0,34,2,0,0,3,0,0,0,0,0,0,1,2602,4792,110
0,0,0,0,0,26,2,0,0,2,0,0,0,0,0,1,0,365,2122,149
1,0,0,0,0,43,4,0,0,2,0,0,0,0,0,1,0,1441,2979,195
0,0,0,0,0,71,2,4,0,4,0,0,0,0,0,1,0,2602,456,110
0,1,0,0,0,39,2,0,0,4,0,0,0,0,0,1,0,2602,862,110
0,1,0,0,0,57,3,2,0,3,0,0,0,0,0,1,0,2602,4728,110
0,0,0,0,0,32,2,0,0,2,0,0,0,0,0,1,0,803,752,110
0,0,0,0,0,24,3,0,0,3,0,0,0,0,0,1,0,2851,1126,165
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,0,1,2602,1335,110
0,1,0,0,0,57,2,0,3,3,0,0,0,0,0,1,0,2570,3420,110
1,0,0,0,0,21,2,0,0,2,0,0,0,0,0,0,1,2602,3058,110
0,1,1,0,0,39,3,0,0,3,0,0,0,0,1,1,0,962,1495,110
0,1,0,0,0,51,3,4,0,3,0,0,0,0,0,1,0,2602,4024,110
0,1,0,0,0,74,4,0,0,9,0,0,0,0,0,1,0,2817,151,266
1,1,1,0,0,60,2,0,0,5,0,0,0,1,1,0,1,2117,2154,110
1,1,0,0,0,41,4,0,0,4,0,0,0,0,0,1,0,2904,1153,88
0,1,0,0,0,78,3,0,4,5,0,0,0,0,0,1,0,2602,3966,110
0,1,0,0,0,68,2,0,4,4,0,0,0,0,0,0,1,843,5692,208
0,0,0,0,0,26,2,0,0,3,0,0,0,0,0,0,1,2602,4155,110
0,1,0,0,0,49,2,0,1,4,0,0,0,0,0,0,1,843,5692,208
1,0,0,0,0,29,2,0,0,3,0,0,0,0,0,0,1,2602,3781,108
0,1,1,0,0,43,2,0,0,3,0,0,0,1,1,0,1,2602,5844,110
0,1,1,0,0,66,2,0,0,4,0,0,0,1,1,0,1,263,5814,110
1,1,0,0,0,68,4,0,0,4,0,0,0,0,0,1,0,2043,1542,110
1,1,0,0,0,54,4,0,0,3,0,0,0,0,0,1,0,311,5633,110
0,0,0,0,0,32,3,0,0,3,0,0,0,0,0,1,0,2951,1153,69
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,0,1,2602,4943,110
0,1,0,0,0,76,3,4,0,5,0,0,0,0,0,0,1,2602,1473,208
0,1,0,0,0,73,2,4,0,4,0,0,0,0,0,0,1,2602,4710,195
1,1,0,0,0,93,2,0,0,6,0,0,0,0,0,0,1,1535,2386,110
0,0,0,0,0,54,2,1,0,5,0,0,0,0,0,1,0,725,4573,110
0,1,0,0,0,63,2,2,0,5,0,0,0,0,0,1,0,2602,2549,110
0,1,0,0,0,44,2,0,0,4,0,0,0,0,0,0,1,2602,2337,110
0,0,0,0,0,35,2,0,0,3,0,0,0,0,0,1,0,518,752,110
